Date ,series ,Open,HIGH ,LOW ,PREV. CLOSE ,ltp ,Price ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades ,Helper
15-Oct-19,EQ,"1,394.00","1,438.75","1,392.00","1,396.50","1,419.10","1,424.70","1,422.41","1,545.00","1,030.60",403985,"574,631,714.75",27868,41
16-Oct-19,EQ,"1,433.00","1,434.95","1,401.55","1,424.70","1,406.00","1,409.50","1,419.97","1,545.00","1,030.60",300018,"426,017,675.10",25442,42
17-Oct-19,EQ,"1,413.00","1,419.80","1,395.70","1,409.50","1,411.00","1,406.70","1,408.32","1,545.00","1,030.60",114889,"161,800,666.10",7385,43
18-Oct-19,EQ,"1,415.50","1,450.00","1,397.70","1,406.70","1,441.60","1,436.55","1,424.16","1,545.00","1,030.60",277477,"395,172,707.25",10479,44
22-Oct-19,EQ,"1,436.55","1,469.90","1,416.00","1,436.55","1,450.05","1,452.20","1,444.03","1,545.00","1,030.60",299087,"431,891,879.35",11786,45
23-Oct-19,EQ,"1,451.00","1,476.45","1,427.50","1,452.20","1,470.00","1,468.65","1,458.86","1,545.00","1,030.60",452349,"659,915,662.15",19384,46
24-Oct-19,EQ,"1,490.00","1,529.20","1,425.65","1,468.65","1,480.00","1,491.60","1,468.76","1,545.00","1,030.60",1055221,"1,549,870,397.75",88012,47
25-Oct-19,EQ,"1,485.00","1,519.50","1,467.50","1,491.60","1,501.40","1,505.15","1,498.72","1,545.00","1,030.60",382090,"572,647,423.40",19918,48
27-Oct-19,EQ,"1,500.35","1,528.85","1,492.30","1,505.15","1,498.10","1,506.10","1,509.24","1,545.00","1,030.60",29696,"44,818,508.20",1419,49
29-Oct-19,EQ,"1,490.00","1,526.85","1,490.00","1,506.10","1,518.00","1,517.35","1,513.09","1,545.00","1,030.60",268871,"406,825,967.65",11894,50
30-Oct-19,EQ,"1,518.00","1,586.95","1,515.80","1,517.35","1,580.95","1,578.15","1,560.24","1,586.95","1,030.60",537234,"838,215,004.10",26469,51
31-Oct-19,EQ,"1,587.00","1,590.90","1,543.45","1,578.15","1,550.00","1,548.70","1,569.89","1,590.90","1,030.60",717384,"1,126,210,885.25",24264,52
1-Nov-19,EQ,"1,553.00","1,561.15","1,525.85","1,548.70","1,557.75","1,558.75","1,551.11","1,590.90","1,030.60",367674,"570,303,336.35",12247,53
4-Nov-19,EQ,"1,553.40","1,595.50","1,538.20","1,558.75","1,583.00","1,586.75","1,579.01","1,595.50","1,030.60",336654,"531,579,206.30",13751,54
5-Nov-19,EQ,"1,585.10","1,586.70","1,556.45","1,586.75","1,558.00","1,559.35","1,566.13","1,595.50","1,030.60",109969,"172,225,851.10",6190,55
6-Nov-19,EQ,"1,559.35","1,576.50","1,547.45","1,559.35","1,561.70","1,566.40","1,564.03","1,595.50","1,030.60",91192,"142,626,787.40",4794,56
7-Nov-19,EQ,"1,566.35","1,579.45","1,560.00","1,566.40","1,573.05","1,574.00","1,573.26","1,595.50","1,030.60",101781,"160,127,626.25",5539,57
8-Nov-19,EQ,"1,570.00","1,588.00","1,534.95","1,574.00","1,535.10","1,540.40","1,561.93","1,595.50","1,030.60",123434,"192,795,093.05",5430,58
11-Nov-19,EQ,"1,530.00","1,594.75","1,530.00","1,540.40","1,575.00","1,572.65","1,571.74","1,595.50","1,030.60",231176,"363,348,152.85",9457,59
13-Nov-19,EQ,"1,573.00","1,578.20","1,479.05","1,572.65","1,480.00","1,483.20","1,514.76","1,595.50","1,030.60",349897,"530,011,143.90",15297,60
14-Nov-19,EQ,"1,487.00","1,509.80","1,465.80","1,483.20","1,505.05","1,504.70","1,490.63","1,595.50","1,030.60",296070,"441,330,265.75",10484,61
15-Nov-19,EQ,"1,510.00","1,520.00","1,473.80","1,504.70","1,488.95","1,491.10","1,491.36","1,595.50","1,030.60",161514,"240,875,721.45",6563,62
18-Nov-19,EQ,"1,480.00","1,527.50","1,477.50","1,491.10","1,519.50","1,519.10","1,511.07","1,595.50","1,030.60",198031,"299,238,174.25",7779,63
19-Nov-19,EQ,"1,519.50","1,535.95","1,509.75","1,519.10","1,529.00","1,529.00","1,526.50","1,595.50","1,030.60",116406,"177,693,481.00",4673,64
20-Nov-19,EQ,"1,529.15","1,554.30","1,498.05","1,529.00","1,512.90","1,508.80","1,525.13","1,595.50","1,030.60",279059,"425,601,955.60",11059,65
21-Nov-19,EQ,"1,518.00","1,525.00","1,490.00","1,508.80","1,508.70","1,498.70","1,509.99","1,595.50","1,030.60",82586,"124,703,826.25",3669,66
22-Nov-19,EQ,"1,505.00","1,509.90","1,473.50","1,498.70","1,481.15","1,484.15","1,487.01","1,595.50","1,030.60",137374,"204,275,948.75",5631,67
25-Nov-19,EQ,"1,486.70","1,507.15","1,475.80","1,484.15","1,497.90","1,500.05","1,492.80","1,595.50","1,030.60",103697,"154,798,768.85",7018,68
26-Nov-19,EQ,"1,504.40","1,504.40","1,452.40","1,500.05","1,485.00","1,484.90","1,475.26","1,595.50","1,030.60",380327,"561,082,172.85",20142,69
27-Nov-19,EQ,"1,484.00","1,506.90","1,480.90","1,484.90","1,494.00","1,493.90","1,491.50","1,595.50","1,030.60",77325,"115,330,522.50",3841,70
28-Nov-19,EQ,"1,490.00","1,512.40","1,484.55","1,493.90","1,499.25","1,504.90","1,504.10","1,595.50","1,030.60",166495,"250,425,768.55",7133,71
29-Nov-19,EQ,"1,504.90","1,516.50","1,482.05","1,504.90","1,488.15","1,490.95","1,494.62","1,595.50","1,030.60",66093,"98,783,891.85",2684,72
2-Dec-19,EQ,"1,480.95","1,495.00","1,454.30","1,490.95","1,458.50","1,462.10","1,475.53","1,595.50","1,030.60",124662,"183,942,850.15",13372,73
3-Dec-19,EQ,"1,455.10","1,470.45","1,440.80","1,462.10","1,441.15","1,446.40","1,451.83","1,595.50","1,030.60",109134,"158,444,206.20",4820,74
4-Dec-19,EQ,"1,443.85","1,472.45","1,439.00","1,446.40","1,465.20","1,467.45","1,463.21","1,595.50","1,030.60",144873,"211,978,958.90",6583,75
5-Dec-19,EQ,"1,464.00","1,515.65","1,463.00","1,467.45","1,484.30","1,485.20","1,497.34","1,595.50","1,030.60",367759,"550,660,758.75",12883,76
6-Dec-19,EQ,"1,488.00","1,494.95","1,459.00","1,485.20","1,461.90","1,464.15","1,473.90","1,595.50","1,030.60",76842,"113,257,081.70",3796,77
9-Dec-19,EQ,"1,464.70","1,482.00","1,451.00","1,464.15","1,478.90","1,475.95","1,469.64","1,595.50","1,030.60",106498,"156,513,842.90",6044,78
10-Dec-19,EQ,"1,471.35","1,475.35","1,418.65","1,475.95","1,436.00","1,437.75","1,442.82","1,595.50","1,030.60",245334,"353,973,130.55",19978,79
11-Dec-19,EQ,"1,437.90","1,497.00","1,437.90","1,437.75","1,484.35","1,486.55","1,478.58","1,595.50","1,030.60",381538,"564,133,047.75",24475,80
12-Dec-19,EQ,"1,480.00","1,492.85","1,470.05","1,486.55","1,480.00","1,484.25","1,481.64","1,595.50","1,030.60",93421,"138,415,879.25",3952,81
13-Dec-19,EQ,"1,478.00","1,495.00","1,462.70","1,484.25","1,492.20","1,490.60","1,479.47","1,595.50","1,030.60",167754,"248,187,360.75",10287,82
16-Dec-19,EQ,"1,488.00","1,512.35","1,464.65","1,490.60","1,475.20","1,473.40","1,495.43","1,595.50","1,102.00",261216,"390,629,079.75",6997,83
17-Dec-19,EQ,"1,503.00","1,643.30","1,492.05","1,473.40","1,605.15","1,604.95","1,590.08","1,643.30","1,102.00",4180592,"6,647,459,530.25",147052,84
18-Dec-19,EQ,"1,604.45","1,628.90","1,580.00","1,604.95","1,595.00","1,602.60","1,607.92","1,643.30","1,102.00",2154599,"3,464,421,812.50",72876,85
19-Dec-19,EQ,"1,587.00","1,606.20","1,575.20","1,602.60","1,577.90","1,580.35","1,587.26","1,643.30","1,102.00",534903,"849,030,997.20",16718,86
20-Dec-19,EQ,"1,583.00","1,602.00","1,567.65","1,580.35","1,583.30","1,582.80","1,581.44","1,643.30","1,102.00",548840,"867,958,211.85",18674,87
23-Dec-19,EQ,"1,580.00","1,604.95","1,572.40","1,582.80","1,579.00","1,578.55","1,587.74","1,643.30","1,102.00",440209,"698,936,107.00",14535,88
24-Dec-19,EQ,"1,564.00","1,626.40","1,556.60","1,578.55","1,604.00","1,597.85","1,600.79","1,643.30","1,102.00",2916222,"4,668,261,423.25",81813,89
26-Dec-19,EQ,"1,615.00","1,619.95","1,601.00","1,597.85","1,610.00","1,609.20","1,609.75","1,643.30","1,102.00",893767,"1,438,740,715.50",33249,90
27-Dec-19,EQ,"1,612.00","1,619.95","1,579.40","1,609.20","1,581.00","1,583.05","1,591.04","1,643.30","1,102.00",467070,"743,125,383.70",14180,91
30-Dec-19,EQ,"1,581.00","1,601.00","1,581.00","1,583.05","1,584.00","1,586.40","1,590.13","1,643.30","1,109.30",300609,"478,008,008.20",7201,92
31-Dec-19,EQ,"1,584.00","1,601.45","1,578.55","1,586.40","1,587.00","1,589.85","1,588.52","1,643.30","1,109.30",247638,"393,377,346.25",6555,93
1-Jan-20,EQ,"1,589.85","1,597.90","1,573.20","1,589.85","1,580.00","1,578.20","1,587.40","1,643.30","1,109.30",154125,"244,657,714.65",4334,94
2-Jan-20,EQ,"1,581.75","1,588.40","1,573.05","1,578.20","1,579.00","1,579.50","1,579.62","1,643.30","1,109.30",163571,"258,380,588.10",6466,95
3-Jan-20,EQ,"1,582.00","1,640.00","1,582.00","1,579.50","1,626.05","1,630.95","1,626.92","1,643.30","1,109.30",1181414,"1,922,071,656.55",42299,96
6-Jan-20,EQ,"1,626.95","1,661.00","1,621.15","1,630.95","1,654.00","1,647.75","1,646.87","1,661.00","1,122.10",983061,"1,618,973,101.75",40946,97
7-Jan-20,EQ,"1,659.00","1,666.00","1,645.55","1,647.75","1,659.80","1,655.75","1,657.77","1,666.00","1,122.10",486953,"807,253,822.00",27465,98
8-Jan-20,EQ,"1,652.95","1,777.00","1,645.00","1,655.75","1,765.00","1,726.55","1,694.48","1,777.00","1,122.10",1233375,"2,089,929,484.05",55459,99
9-Jan-20,EQ,"1,740.00","1,778.00","1,726.90","1,726.55","1,750.60","1,753.65","1,740.45","1,778.00","1,122.10",826968,"1,439,296,242.25",25274,100
10-Jan-20,EQ,"1,747.85","1,764.90","1,711.05","1,753.65","1,716.00","1,725.50","1,738.64","1,778.00","1,122.10",450735,"783,664,772.40",18274,101
13-Jan-20,EQ,"1,724.90","1,789.95","1,712.10","1,725.50","1,783.00","1,774.75","1,760.35","1,789.95","1,147.20",536820,"944,993,498.70",23648,102
14-Jan-20,EQ,"1,774.50","1,818.00","1,765.40","1,774.75","1,806.05","1,807.00","1,799.28","1,818.00","1,147.20",687344,"1,236,723,007.05",18931,103
15-Jan-20,EQ,"1,805.00","1,819.90","1,775.00","1,807.00","1,798.05","1,804.55","1,809.98","1,819.90","1,147.20",438185,"793,104,329.15",13018,104
16-Jan-20,EQ,"1,804.00","1,804.45","1,765.80","1,804.55","1,782.95","1,782.95","1,785.14","1,819.90","1,147.20",323490,"577,473,848.55",12045,105
17-Jan-20,EQ,"1,782.00","1,818.90","1,777.80","1,782.95","1,798.00","1,799.10","1,797.02","1,819.90","1,147.20",263017,"472,645,970.50",8737,106
20-Jan-20,EQ,"1,803.00","1,805.00","1,773.95","1,799.10","1,776.50","1,781.20","1,789.42","1,819.90","1,178.10",134513,"240,700,686.55",4497,107
21-Jan-20,EQ,"1,787.40","1,818.00","1,775.15","1,781.20","1,801.00","1,801.65","1,802.45","1,819.90","1,178.10",374093,"674,285,763.20",13009,108
22-Jan-20,EQ,"1,803.30","1,896.00","1,801.75","1,801.65","1,864.00","1,872.65","1,856.55","1,896.00","1,178.10",1210892,"2,248,085,775.95",34571,109
23-Jan-20,EQ,"1,872.00","2,059.50","1,857.40","1,872.65","2,043.00","1,979.05","1,923.79","2,059.50","1,178.10",1207141,"2,322,281,470.25",33993,110
24-Jan-20,EQ,"1,976.10","1,979.05","1,900.15","1,979.05","1,927.20","1,932.05","1,936.75","2,059.50","1,178.10",1196651,"2,317,610,084.65",47704,111
27-Jan-20,EQ,"1,929.00","1,957.00","1,912.00","1,932.05","1,944.00","1,948.85","1,939.75","2,059.50","1,178.10",428335,"830,861,181.35",14568,112
28-Jan-20,EQ,"1,951.00","2,034.00","1,950.00","1,948.85","2,005.00","2,009.10","2,009.93","2,059.50","1,178.10",1231656,"2,475,543,069.55",38647,113
29-Jan-20,EQ,"2,009.10","2,042.55","1,921.00","2,009.10","1,922.95","1,941.05","1,977.71","2,059.50","1,178.10",1845201,"3,649,273,547.05",69946,114
30-Jan-20,EQ,"1,935.00","1,935.00","1,832.05","1,941.05","1,863.60","1,849.00","1,872.11","2,059.50","1,178.10",1514678,"2,835,642,660.85",53593,115
31-Jan-20,EQ,"1,865.00","1,964.60","1,854.05","1,849.00","1,933.35","1,942.45","1,916.97","2,059.50","1,178.10",1129204,"2,164,654,236.20",34787,116
1-Feb-20,EQ,"1,929.00","1,929.00","1,845.00","1,942.45","1,880.55","1,876.55","1,886.29","2,059.50","1,178.10",450704,"850,156,772.40",17705,117
3-Feb-20,EQ,"1,879.90","1,917.90","1,868.75","1,876.55","1,881.05","1,885.40","1,894.51","2,059.50","1,178.10",341567,"647,102,583.95",15136,118
4-Feb-20,EQ,"1,899.90","1,950.00","1,897.60","1,885.40","1,921.35","1,922.60","1,929.14","2,059.50","1,178.10",458477,"884,465,977.15",16733,119
5-Feb-20,EQ,"1,929.95","1,970.70","1,921.35","1,922.60","1,938.05","1,935.45","1,941.43","2,059.50","1,178.10",366975,"712,454,637.00",12316,120
6-Feb-20,EQ,"1,953.00","1,956.95","1,880.45","1,935.45","1,915.00","1,899.50","1,920.45","2,059.50","1,178.10",244162,"468,900,193.60",9764,121
7-Feb-20,EQ,"1,910.80","1,938.00","1,876.20","1,899.50","1,880.15","1,885.75","1,897.97","2,059.50","1,178.10",364726,"692,237,254.40",17847,122
10-Feb-20,EQ,"1,890.00","1,896.00","1,833.05","1,885.75","1,858.25","1,857.95","1,854.15","2,059.50","1,178.10",268670,"498,155,067.70",10845,123
11-Feb-20,EQ,"1,861.85","1,881.90","1,823.30","1,857.95","1,828.00","1,830.40","1,842.52","2,059.50","1,178.10",233960,"431,076,370.90",10523,124
12-Feb-20,EQ,"1,836.00","1,857.20","1,781.20","1,830.40","1,830.15","1,833.65","1,818.81","2,059.50","1,178.10",490258,"891,683,762.15",20101,125
13-Feb-20,EQ,"1,832.00","1,837.50","1,800.00","1,833.65","1,822.00","1,820.20","1,824.73","2,059.50","1,178.10",620623,"1,132,468,174.00",19247,126
14-Feb-20,EQ,"1,825.00","1,869.30","1,825.00","1,820.20","1,831.95","1,835.65","1,847.88","2,059.50","1,178.10",453478,"837,974,550.00",20979,127
17-Feb-20,EQ,"1,846.45","1,855.90","1,792.85","1,835.65","1,826.05","1,824.20","1,818.09","2,059.50","1,178.10",208806,"379,629,022.70",10496,128
18-Feb-20,EQ,"1,827.90","1,853.70","1,806.00","1,824.20","1,850.00","1,848.55","1,836.26","2,059.50","1,178.10",278478,"511,357,180.25",11512,129
19-Feb-20,EQ,"1,850.55","1,908.90","1,844.55","1,848.55","1,880.00","1,882.60","1,883.08","2,059.50","1,178.10",666656,"1,255,365,689.35",26415,130
20-Feb-20,EQ,"1,885.05","1,913.85","1,845.05","1,882.60","1,852.90","1,854.40","1,884.17","2,059.50","1,178.10",511083,"962,967,836.30",18700,131
24-Feb-20,EQ,"1,854.45","1,869.35","1,829.15","1,854.40","1,837.65","1,838.80","1,845.40","2,059.50","1,178.10",266476,"491,754,905.85",10508,132
25-Feb-20,EQ,"1,848.40","1,904.70","1,841.40","1,838.80","1,895.00","1,889.40","1,886.07","2,059.50","1,178.10",710576,"1,340,193,729.90",32432,133
26-Feb-20,EQ,"1,895.00","1,910.00","1,853.00","1,889.40","1,888.30","1,889.85","1,885.93","2,059.50","1,178.10",550885,"1,038,928,404.95",25274,134
27-Feb-20,EQ,"1,875.85","1,908.95","1,860.60","1,889.85","1,879.95","1,885.80","1,878.97","2,059.50","1,178.10",369349,"693,994,468.25",15452,135
28-Feb-20,EQ,"1,820.00","1,874.00","1,667.55","1,885.80","1,675.00","1,689.75","1,763.22","2,059.50","1,178.10",791185,"1,395,031,794.15",36150,136
2-Mar-20,EQ,"1,697.00","1,857.45","1,697.00","1,689.75","1,797.20","1,790.65","1,798.64","2,059.50","1,178.10",1411779,"2,539,286,709.75",60122,137
